"Geslacht";"Leeftijd";"Perioden";"Regio's";"Verkeersdoden (aantal)"
"Mannen";"50 tot 60 jaar";"2010";"Friesland (PV)";2
"Mannen";"50 tot 60 jaar";"2018";"Friesland (PV)";1
"Mannen";"50 tot 60 jaar";"2019";"Friesland (PV)";1
"Mannen";"50 tot 60 jaar";"1996";"Drenthe (PV)";3
"Mannen";"50 tot 60 jaar";"2000";"Drenthe (PV)";8
"Mannen";"50 tot 60 jaar";"2005";"Drenthe (PV)";6
"Mannen";"50 tot 60 jaar";"2010";"Drenthe (PV)";4
"Mannen";"50 tot 60 jaar";"2018";"Drenthe (PV)";1
"Mannen";"50 tot 60 jaar";"2019";"Drenthe (PV)";3
"Mannen";"50 tot 60 jaar";"1996";"Overijssel (PV)";4
"Mannen";"50 tot 60 jaar";"2000";"Overijssel (PV)";6
"Mannen";"50 tot 60 jaar";"2005";"Overijssel (PV)";4
"Mannen";"50 tot 60 jaar";"2010";"Overijssel (PV)";3
"Mannen";"50 tot 60 jaar";"2018";"Overijssel (PV)";2
"Mannen";"50 tot 60 jaar";"2019";"Overijssel (PV)";5
"Mannen";"50 tot 60 jaar";"1996";"Flevoland (PV)";2
"Mannen";"50 tot 60 jaar";"2000";"Flevoland (PV)";6
"Mannen";"50 tot 60 jaar";"2005";"Flevoland (PV)";2
"Mannen";"50 tot 60 jaar";"2010";"Flevoland (PV)";1
"Mannen";"50 tot 60 jaar";"2018";"Flevoland (PV)";2
"Mannen";"50 tot 60 jaar";"2019";"Flevoland (PV)";2
"Mannen";"50 tot 60 jaar";"1996";"Gelderland (PV)";9
"Mannen";"50 tot 60 jaar";"2000";"Gelderland (PV)";14
"Mannen";"50 tot 60 jaar";"2005";"Gelderland (PV)";9
"Mannen";"50 tot 60 jaar";"2010";"Gelderland (PV)";8
"Mannen";"50 tot 60 jaar";"2018";"Gelderland (PV)";5
"Mannen";"50 tot 60 jaar";"2019";"Gelderland (PV)";1
"Mannen";"50 tot 60 jaar";"1996";"Utrecht (PV)";6
"Mannen";"50 tot 60 jaar";"2000";"Utrecht (PV)";6
"Mannen";"50 tot 60 jaar";"2005";"Utrecht (PV)";4
"Mannen";"50 tot 60 jaar";"2010";"Utrecht (PV)";2
"Mannen";"50 tot 60 jaar";"2018";"Utrecht (PV)";4
"Mannen";"50 tot 60 jaar";"2019";"Utrecht (PV)";4
"Mannen";"50 tot 60 jaar";"1996";"Noord-Holland (PV)";7
"Mannen";"50 tot 60 jaar";"2000";"Noord-Holland (PV)";12
"Mannen";"50 tot 60 jaar";"2005";"Noord-Holland (PV)";12
"Mannen";"50 tot 60 jaar";"2010";"Noord-Holland (PV)";5
"Mannen";"50 tot 60 jaar";"2018";"Noord-Holland (PV)";5
"Mannen";"50 tot 60 jaar";"2019";"Noord-Holland (PV)";9
"Mannen";"50 tot 60 jaar";"1996";"Zuid-Holland (PV)";15
"Mannen";"50 tot 60 jaar";"2000";"Zuid-Holland (PV)";10
"Mannen";"50 tot 60 jaar";"2005";"Zuid-Holland (PV)";9
"Mannen";"50 tot 60 jaar";"2010";"Zuid-Holland (PV)";8
"Mannen";"50 tot 60 jaar";"2018";"Zuid-Holland (PV)";5
"Mannen";"50 tot 60 jaar";"2019";"Zuid-Holland (PV)";5
"Mannen";"50 tot 60 jaar";"1996";"Zeeland (PV)";3
"Mannen";"50 tot 60 jaar";"2000";"Zeeland (PV)";1
"Mannen";"50 tot 60 jaar";"2005";"Zeeland (PV)";2
"Mannen";"50 tot 60 jaar";"2010";"Zeeland (PV)";4
"Mannen";"50 tot 60 jaar";"2018";"Zeeland (PV)";2
"Mannen";"50 tot 60 jaar";"2019";"Zeeland (PV)";0
"Mannen";"50 tot 60 jaar";"1996";"Noord-Brabant (PV)";18
"Mannen";"50 tot 60 jaar";"2000";"Noord-Brabant (PV)";12
"Mannen";"50 tot 60 jaar";"2005";"Noord-Brabant (PV)";10
"Mannen";"50 tot 60 jaar";"2010";"Noord-Brabant (PV)";10
"Mannen";"50 tot 60 jaar";"2018";"Noord-Brabant (PV)";13
"Mannen";"50 tot 60 jaar";"2019";"Noord-Brabant (PV)";9
"Mannen";"50 tot 60 jaar";"1996";"Limburg (PV)";2
"Mannen";"50 tot 60 jaar";"2000";"Limburg (PV)";5
"Mannen";"50 tot 60 jaar";"2005";"Limburg (PV)";7
"Mannen";"50 tot 60 jaar";"2010";"Limburg (PV)";2
"Mannen";"50 tot 60 jaar";"2018";"Limburg (PV)";6
"Mannen";"50 tot 60 jaar";"2019";"Limburg (PV)";2
"Mannen";"50 tot 60 jaar";"1996";"Niet in te delen (PV)";0
"Mannen";"50 tot 60 jaar";"2000";"Niet in te delen (PV)";0
"Mannen";"50 tot 60 jaar";"2005";"Niet in te delen (PV)";0
"Mannen";"50 tot 60 jaar";"2010";"Niet in te delen (PV)";0
"Mannen";"50 tot 60 jaar";"2018";"Niet in te delen (PV)";0
"Mannen";"50 tot 60 jaar";"2019";"Niet in te delen (PV)";0
"Mannen";"60 tot 70 jaar";"1996";"Nederland";66
"Mannen";"60 tot 70 jaar";"2000";"Nederland";63
"Mannen";"60 tot 70 jaar";"2005";"Nederland";44
"Mannen";"60 tot 70 jaar";"2010";"Nederland";45
"Mannen";"60 tot 70 jaar";"2018";"Nederland";54
"Mannen";"60 tot 70 jaar";"2019";"Nederland";47
"Mannen";"60 tot 70 jaar";"1996";"Groningen (PV)";1
"Mannen";"60 tot 70 jaar";"2000";"Groningen (PV)";2
"Mannen";"60 tot 70 jaar";"2005";"Groningen (PV)";1
"Mannen";"60 tot 70 jaar";"2010";"Groningen (PV)";1
"Mannen";"60 tot 70 jaar";"2018";"Groningen (PV)";2
"Mannen";"60 tot 70 jaar";"2019";"Groningen (PV)";2
"Mannen";"60 tot 70 jaar";"1996";"Friesland (PV)";2
"Mannen";"60 tot 70 jaar";"2000";"Friesland (PV)";5
"Mannen";"60 tot 70 jaar";"2005";"Friesland (PV)";1
"Mannen";"60 tot 70 jaar";"2010";"Friesland (PV)";2
"Mannen";"60 tot 70 jaar";"2018";"Friesland (PV)";2
"Mannen";"60 tot 70 jaar";"2019";"Friesland (PV)";2
"Mannen";"60 tot 70 jaar";"1996";"Drenthe (PV)";1
"Mannen";"60 tot 70 jaar";"2000";"Drenthe (PV)";1
"Mannen";"60 tot 70 jaar";"2005";"Drenthe (PV)";3
"Mannen";"60 tot 70 jaar";"2010";"Drenthe (PV)";2
"Mannen";"60 tot 70 jaar";"2018";"Drenthe (PV)";2
"Mannen";"60 tot 70 jaar";"2019";"Drenthe (PV)";1
"Mannen";"60 tot 70 jaar";"1996";"Overijssel (PV)";5
"Mannen";"60 tot 70 jaar";"2000";"Overijssel (PV)";7
"Mannen";"60 tot 70 jaar";"2005";"Overijssel (PV)";2
"Mannen";"60 tot 70 jaar";"2010";"Overijssel (PV)";4
"Mannen";"60 tot 70 jaar";"2018";"Overijssel (PV)";4
"Mannen";"60 tot 70 jaar";"2019";"Overijssel (PV)";7
"Mannen";"60 tot 70 jaar";"1996";"Flevoland (PV)";2
"Mannen";"60 tot 70 jaar";"2000";"Flevoland (PV)";1
"Mannen";"60 tot 70 jaar";"2005";"Flevoland (PV)";1
"Mannen";"60 tot 70 jaar";"2010";"Flevoland (PV)";1
"Mannen";"60 tot 70 jaar";"2018";"Flevoland (PV)";1
"Mannen";"60 tot 70 jaar";"2019";"Flevoland (PV)";1
"Mannen";"60 tot 70 jaar";"1996";"Gelderland (PV)";5
"Mannen";"60 tot 70 jaar";"2000";"Gelderland (PV)";8
"Mannen";"60 tot 70 jaar";"2005";"Gelderland (PV)";5
"Mannen";"60 tot 70 jaar";"2010";"Gelderland (PV)";8
"Mannen";"60 tot 70 jaar";"2018";"Gelderland (PV)";2
"Mannen";"60 tot 70 jaar";"2019";"Gelderland (PV)";4
"Mannen";"60 tot 70 jaar";"1996";"Utrecht (PV)";2
"Mannen";"60 tot 70 jaar";"2000";"Utrecht (PV)";6
"Mannen";"60 tot 70 jaar";"2005";"Utrecht (PV)";3
"Mannen";"60 tot 70 jaar";"2010";"Utrecht (PV)";3
"Mannen";"60 tot 70 jaar";"2018";"Utrecht (PV)";1
"Mannen";"60 tot 70 jaar";"2019";"Utrecht (PV)";2
"Mannen";"60 tot 70 jaar";"1996";"Noord-Holland (PV)";11
"Mannen";"60 tot 70 jaar";"2000";"Noord-Holland (PV)";7
"Mannen";"60 tot 70 jaar";"2005";"Noord-Holland (PV)";3
"Mannen";"60 tot 70 jaar";"2010";"Noord-Holland (PV)";5
"Mannen";"60 tot 70 jaar";"2018";"Noord-Holland (PV)";13
"Mannen";"60 tot 70 jaar";"2019";"Noord-Holland (PV)";8
"Mannen";"60 tot 70 jaar";"1996";"Zuid-Holland (PV)";18
"Mannen";"60 tot 70 jaar";"2000";"Zuid-Holland (PV)";10
"Mannen";"60 tot 70 jaar";"2005";"Zuid-Holland (PV)";8
"Mannen";"60 tot 70 jaar";"2010";"Zuid-Holland (PV)";11
"Mannen";"60 tot 70 jaar";"2018";"Zuid-Holland (PV)";9
"Mannen";"60 tot 70 jaar";"2019";"Zuid-Holland (PV)";7
"Mannen";"60 tot 70 jaar";"1996";"Zeeland (PV)";3
"Mannen";"60 tot 70 jaar";"2000";"Zeeland (PV)";3
"Mannen";"60 tot 70 jaar";"2005";"Zeeland (PV)";2
"Mannen";"60 tot 70 jaar";"2010";"Zeeland (PV)";2
"Mannen";"60 tot 70 jaar";"2018";"Zeeland (PV)";3
"Mannen";"60 tot 70 jaar";"2019";"Zeeland (PV)";0
"Mannen";"60 tot 70 jaar";"1996";"Noord-Brabant (PV)";12
"Mannen";"60 tot 70 jaar";"2000";"Noord-Brabant (PV)";10
"Mannen";"60 tot 70 jaar";"2005";"Noord-Brabant (PV)";11
"Mannen";"60 tot 70 jaar";"2010";"Noord-Brabant (PV)";4
"Mannen";"60 tot 70 jaar";"2018";"Noord-Brabant (PV)";13
"Mannen";"60 tot 70 jaar";"2019";"Noord-Brabant (PV)";8
"Mannen";"60 tot 70 jaar";"1996";"Limburg (PV)";4
"Mannen";"60 tot 70 jaar";"2000";"Limburg (PV)";3
"Mannen";"60 tot 70 jaar";"2005";"Limburg (PV)";4
"Mannen";"60 tot 70 jaar";"2010";"Limburg (PV)";2
"Mannen";"60 tot 70 jaar";"2018";"Limburg (PV)";2
"Mannen";"60 tot 70 jaar";"2019";"Limburg (PV)";5
"Mannen";"60 tot 70 jaar";"1996";"Niet in te delen (PV)";0
"Mannen";"60 tot 70 jaar";"2000";"Niet in te delen (PV)";0
"Mannen";"60 tot 70 jaar";"2005";"Niet in te delen (PV)";0
"Mannen";"60 tot 70 jaar";"2010";"Niet in te delen (PV)";0
"Mannen";"60 tot 70 jaar";"2018";"Niet in te delen (PV)";0
"Mannen";"60 tot 70 jaar";"2019";"Niet in te delen (PV)";0
"Mannen";"70 tot 80 jaar";"1996";"Nederland";89
"Mannen";"70 tot 80 jaar";"2000";"Nederland";80
"Mannen";"70 tot 80 jaar";"2005";"Nederland";69
"Mannen";"70 tot 80 jaar";"2010";"Nederland";53
"Mannen";"70 tot 80 jaar";"2018";"Nederland";85
"Mannen";"70 tot 80 jaar";"2019";"Nederland";74
"Mannen";"70 tot 80 jaar";"1996";"Groningen (PV)";0
"Mannen";"70 tot 80 jaar";"2000";"Groningen (PV)";2
"Mannen";"70 tot 80 jaar";"2005";"Groningen (PV)";1
"Mannen";"70 tot 80 jaar";"2010";"Groningen (PV)";1
"Mannen";"70 tot 80 jaar";"2018";"Groningen (PV)";3
"Mannen";"70 tot 80 jaar";"2019";"Groningen (PV)";1
"Mannen";"70 tot 80 jaar";"1996";"Friesland (PV)";6
"Mannen";"70 tot 80 jaar";"2000";"Friesland (PV)";7
"Mannen";"70 tot 80 jaar";"2005";"Friesland (PV)";7
"Mannen";"70 tot 80 jaar";"2010";"Friesland (PV)";3
"Mannen";"70 tot 80 jaar";"2018";"Friesland (PV)";4
"Mannen";"70 tot 80 jaar";"2019";"Friesland (PV)";4
"Mannen";"70 tot 80 jaar";"1996";"Drenthe (PV)";2
"Mannen";"70 tot 80 jaar";"2000";"Drenthe (PV)";4
"Mannen";"70 tot 80 jaar";"2005";"Drenthe (PV)";2
"Mannen";"70 tot 80 jaar";"2010";"Drenthe (PV)";3
"Mannen";"70 tot 80 jaar";"2018";"Drenthe (PV)";3
"Mannen";"70 tot 80 jaar";"2019";"Drenthe (PV)";7
"Mannen";"70 tot 80 jaar";"1996";"Overijssel (PV)";14
"Mannen";"70 tot 80 jaar";"2000";"Overijssel (PV)";7
"Mannen";"70 tot 80 jaar";"2005";"Overijssel (PV)";5
"Mannen";"70 tot 80 jaar";"2010";"Overijssel (PV)";4
"Mannen";"70 tot 80 jaar";"2018";"Overijssel (PV)";10
"Mannen";"70 tot 80 jaar";"2019";"Overijssel (PV)";4
"Mannen";"70 tot 80 jaar";"1996";"Flevoland (PV)";2
"Mannen";"70 tot 80 jaar";"2000";"Flevoland (PV)";1
"Mannen";"70 tot 80 jaar";"2005";"Flevoland (PV)";2
"Mannen";"70 tot 80 jaar";"2010";"Flevoland (PV)";0
"Mannen";"70 tot 80 jaar";"2018";"Flevoland (PV)";1
"Mannen";"70 tot 80 jaar";"2019";"Flevoland (PV)";2
"Mannen";"70 tot 80 jaar";"1996";"Gelderland (PV)";19
"Mannen";"70 tot 80 jaar";"2000";"Gelderland (PV)";16
"Mannen";"70 tot 80 jaar";"2005";"Gelderland (PV)";6
"Mannen";"70 tot 80 jaar";"2010";"Gelderland (PV)";7
"Mannen";"70 tot 80 jaar";"2018";"Gelderland (PV)";11
"Mannen";"70 tot 80 jaar";"2019";"Gelderland (PV)";12
"Mannen";"70 tot 80 jaar";"1996";"Utrecht (PV)";1
"Mannen";"70 tot 80 jaar";"2000";"Utrecht (PV)";1
"Mannen";"70 tot 80 jaar";"2005";"Utrecht (PV)";3
"Mannen";"70 tot 80 jaar";"2010";"Utrecht (PV)";4
"Mannen";"70 tot 80 jaar";"2018";"Utrecht (PV)";4
"Mannen";"70 tot 80 jaar";"2019";"Utrecht (PV)";2
"Mannen";"70 tot 80 jaar";"1996";"Noord-Holland (PV)";11
"Mannen";"70 tot 80 jaar";"2000";"Noord-Holland (PV)";11
"Mannen";"70 tot 80 jaar";"2005";"Noord-Holland (PV)";10
"Mannen";"70 tot 80 jaar";"2010";"Noord-Holland (PV)";9
"Mannen";"70 tot 80 jaar";"2018";"Noord-Holland (PV)";10
"Mannen";"70 tot 80 jaar";"2019";"Noord-Holland (PV)";11
"Mannen";"70 tot 80 jaar";"1996";"Zuid-Holland (PV)";15
"Mannen";"70 tot 80 jaar";"2000";"Zuid-Holland (PV)";9
"Mannen";"70 tot 80 jaar";"2005";"Zuid-Holland (PV)";13
"Mannen";"70 tot 80 jaar";"2010";"Zuid-Holland (PV)";5
"Mannen";"70 tot 80 jaar";"2018";"Zuid-Holland (PV)";8
"Mannen";"70 tot 80 jaar";"2019";"Zuid-Holland (PV)";8
"Mannen";"70 tot 80 jaar";"1996";"Zeeland (PV)";1
"Mannen";"70 tot 80 jaar";"2000";"Zeeland (PV)";2
"Mannen";"70 tot 80 jaar";"2005";"Zeeland (PV)";2
"Mannen";"70 tot 80 jaar";"2010";"Zeeland (PV)";5
"Mannen";"70 tot 80 jaar";"2018";"Zeeland (PV)";2
"Mannen";"70 tot 80 jaar";"2019";"Zeeland (PV)";4
"Mannen";"70 tot 80 jaar";"1996";"Noord-Brabant (PV)";11
"Mannen";"70 tot 80 jaar";"2000";"Noord-Brabant (PV)";13
"Mannen";"70 tot 80 jaar";"2005";"Noord-Brabant (PV)";11
"Mannen";"70 tot 80 jaar";"2010";"Noord-Brabant (PV)";10
"Mannen";"70 tot 80 jaar";"2018";"Noord-Brabant (PV)";17
"Mannen";"70 tot 80 jaar";"2019";"Noord-Brabant (PV)";17
"Mannen";"70 tot 80 jaar";"1996";"Limburg (PV)";7
"Mannen";"70 tot 80 jaar";"2000";"Limburg (PV)";6
"Mannen";"70 tot 80 jaar";"2005";"Limburg (PV)";7
"Mannen";"70 tot 80 jaar";"2010";"Limburg (PV)";2
"Mannen";"70 tot 80 jaar";"2018";"Limburg (PV)";12
"Mannen";"70 tot 80 jaar";"2019";"Limburg (PV)";2
"Mannen";"70 tot 80 jaar";"1996";"Niet in te delen (PV)";0
"Mannen";"70 tot 80 jaar";"2000";"Niet in te delen (PV)";1
"Mannen";"70 tot 80 jaar";"2005";"Niet in te delen (PV)";0
"Mannen";"70 tot 80 jaar";"2010";"Niet in te delen (PV)";0
"Mannen";"70 tot 80 jaar";"2018";"Niet in te delen (PV)";0
"Mannen";"70 tot 80 jaar";"2019";"Niet in te delen (PV)";0
"Mannen";"80 jaar of ouder";"1996";"Nederland";59
"Mannen";"80 jaar of ouder";"2000";"Nederland";54
"Mannen";"80 jaar of ouder";"2005";"Nederland";55
"Mannen";"80 jaar of ouder";"2010";"Nederland";67
"Mannen";"80 jaar of ouder";"2018";"Nederland";92
"Mannen";"80 jaar of ouder";"2019";"Nederland";86
"Mannen";"80 jaar of ouder";"1996";"Groningen (PV)";3
"Mannen";"80 jaar of ouder";"2000";"Groningen (PV)";4
"Mannen";"80 jaar of ouder";"2005";"Groningen (PV)";3
"Mannen";"80 jaar of ouder";"2010";"Groningen (PV)";1
"Mannen";"80 jaar of ouder";"2018";"Groningen (PV)";0
"Mannen";"80 jaar of ouder";"2019";"Groningen (PV)";1
"Mannen";"80 jaar of ouder";"1996";"Friesland (PV)";7
"Mannen";"80 jaar of ouder";"2000";"Friesland (PV)";3
"Mannen";"80 jaar of ouder";"2005";"Friesland (PV)";3
"Mannen";"80 jaar of ouder";"2010";"Friesland (PV)";1
"Mannen";"80 jaar of ouder";"2018";"Friesland (PV)";6
"Mannen";"80 jaar of ouder";"2019";"Friesland (PV)";5
"Mannen";"80 jaar of ouder";"1996";"Drenthe (PV)";3
"Mannen";"80 jaar of ouder";"2000";"Drenthe (PV)";1
"Mannen";"80 jaar of ouder";"2005";"Drenthe (PV)";4
"Mannen";"80 jaar of ouder";"2010";"Drenthe (PV)";4
"Mannen";"80 jaar of ouder";"2018";"Drenthe (PV)";4
"Mannen";"80 jaar of ouder";"2019";"Drenthe (PV)";4
"Mannen";"80 jaar of ouder";"1996";"Overijssel (PV)";7
"Mannen";"80 jaar of ouder";"2000";"Overijssel (PV)";2
"Mannen";"80 jaar of ouder";"2005";"Overijssel (PV)";7
"Mannen";"80 jaar of ouder";"2010";"Overijssel (PV)";7
"Mannen";"80 jaar of ouder";"2018";"Overijssel (PV)";7
"Mannen";"80 jaar of ouder";"2019";"Overijssel (PV)";10
"Mannen";"80 jaar of ouder";"1996";"Flevoland (PV)";1
"Mannen";"80 jaar of ouder";"2000";"Flevoland (PV)";4
"Mannen";"80 jaar of ouder";"2005";"Flevoland (PV)";1
"Mannen";"80 jaar of ouder";"2010";"Flevoland (PV)";3
"Mannen";"80 jaar of ouder";"2018";"Flevoland (PV)";1
"Mannen";"80 jaar of ouder";"2019";"Flevoland (PV)";2
"Mannen";"80 jaar of ouder";"1996";"Gelderland (PV)";4
"Mannen";"80 jaar of ouder";"2000";"Gelderland (PV)";7
"Mannen";"80 jaar of ouder";"2005";"Gelderland (PV)";11
"Mannen";"80 jaar of ouder";"2010";"Gelderland (PV)";12
"Mannen";"80 jaar of ouder";"2018";"Gelderland (PV)";8
"Mannen";"80 jaar of ouder";"2019";"Gelderland (PV)";7
"Mannen";"80 jaar of ouder";"1996";"Utrecht (PV)";4
"Mannen";"80 jaar of ouder";"2000";"Utrecht (PV)";1
"Mannen";"80 jaar of ouder";"2005";"Utrecht (PV)";4
"Mannen";"80 jaar of ouder";"2010";"Utrecht (PV)";3
"Mannen";"80 jaar of ouder";"2018";"Utrecht (PV)";7
"Mannen";"80 jaar of ouder";"2019";"Utrecht (PV)";5
"Mannen";"80 jaar of ouder";"1996";"Noord-Holland (PV)";2
"Mannen";"80 jaar of ouder";"2000";"Noord-Holland (PV)";8
"Mannen";"80 jaar of ouder";"2005";"Noord-Holland (PV)";6
"Mannen";"80 jaar of ouder";"2010";"Noord-Holland (PV)";10
"Mannen";"80 jaar of ouder";"2018";"Noord-Holland (PV)";10
"Mannen";"80 jaar of ouder";"2019";"Noord-Holland (PV)";12
"Mannen";"80 jaar of ouder";"1996";"Zuid-Holland (PV)";13
"Mannen";"80 jaar of ouder";"2000";"Zuid-Holland (PV)";9
"Mannen";"80 jaar of ouder";"2005";"Zuid-Holland (PV)";6
"Mannen";"80 jaar of ouder";"2010";"Zuid-Holland (PV)";13
"Mannen";"80 jaar of ouder";"2018";"Zuid-Holland (PV)";18
"Mannen";"80 jaar of ouder";"2019";"Zuid-Holland (PV)";16
"Mannen";"80 jaar of ouder";"1996";"Zeeland (PV)";1
"Mannen";"80 jaar of ouder";"2000";"Zeeland (PV)";0
"Mannen";"80 jaar of ouder";"2005";"Zeeland (PV)";0
"Mannen";"80 jaar of ouder";"2010";"Zeeland (PV)";0
"Mannen";"80 jaar of ouder";"2018";"Zeeland (PV)";2
"Mannen";"80 jaar of ouder";"2019";"Zeeland (PV)";3
"Mannen";"80 jaar of ouder";"1996";"Noord-Brabant (PV)";8
"Mannen";"80 jaar of ouder";"2000";"Noord-Brabant (PV)";10
"Mannen";"80 jaar of ouder";"2005";"Noord-Brabant (PV)";10
"Mannen";"80 jaar of ouder";"2010";"Noord-Brabant (PV)";7
"Mannen";"80 jaar of ouder";"2018";"Noord-Brabant (PV)";24
"Mannen";"80 jaar of ouder";"2019";"Noord-Brabant (PV)";16
"Mannen";"80 jaar of ouder";"1996";"Limburg (PV)";6
"Mannen";"80 jaar of ouder";"2000";"Limburg (PV)";5
"Mannen";"80 jaar of ouder";"2005";"Limburg (PV)";0
"Mannen";"80 jaar of ouder";"2010";"Limburg (PV)";6
"Mannen";"80 jaar of ouder";"2018";"Limburg (PV)";5
"Mannen";"80 jaar of ouder";"2019";"Limburg (PV)";5
"Mannen";"80 jaar of ouder";"1996";"Niet in te delen (PV)";0
"Mannen";"80 jaar of ouder";"2000";"Niet in te delen (PV)";0
"Mannen";"80 jaar of ouder";"2005";"Niet in te delen (PV)";0
"Mannen";"80 jaar of ouder";"2010";"Niet in te delen (PV)";0
"Mannen";"80 jaar of ouder";"2018";"Niet in te delen (PV)";0
"Mannen";"80 jaar of ouder";"2019";"Niet in te delen (PV)";0
